temperature,precipitation,time_of_day,percentage
82,77,16,5.4
9,1,19,10.8
5,3,14,16.0
6,56,21,16.9
69,60,20,5.0
14,86,14,20.5
54,10,18,0.0
55,98,21,13.6
73,97,13,12.4
45,20,17,0.0
62,53,12,0.6
81,34,20,3.0
72,41,22,5.0
28,8,21,9.1
60,13,13,3.0
40,93,11,10.1
6,1,19,11.7
60,80,13,9.0
16,60,22,15.7
16,14,15,13.7
76,74,18,4.8
26,92,18,14.100000000000001
78,10,22,5.0
66,56,22,6.2
68,83,13,9.6
32,66,12,7.1
32,6,13,6.9
8,0,13,14.1
49,76,17,5.2
17,50,19,8.4
84,40,14,4.0
8,59,20,15.9
65,18,22,5.0
30,61,15,11.7
10,29,15,15.5
81,15,20,3.0
60,17,20,3.0
31,30,15,9.2
39,34,11,1.8
62,27,11,0.0
67,88,16,7.6
37,11,18,2.4
37,23,21,6.4
73,95,12,9.0
44,86,11,7.5
51,89,21,11.8
49,40,18,0.0
31,68,21,11.8
11,61,14,16.4
62,76,22,10.2
18,65,22,16.1
8,51,11,11.299999999999999
38,26,14,6.1
84,56,15,6.2
42,23,13,3.9
24,67,15,14.7
50,63,18,2.6
23,19,14,10.6
5,8,20,15.0
27,62,11,7.800000000000001
66,24,14,4.0
77,60,22,7.0
32,41,16,3.9
84,2,14,4.0
81,56,19,1.2
37,60,11,4.4
7,84,17,18.2
83,8,11,0.0
20,42,16,7.5
34,42,19,3.3
29,22,19,4.8
82,85,15,12.0
5,16,20,15.0
37,12,20,5.4
41,72,20,8.600000000000001
33,19,15,8.6
41,86,19,8.4
65,82,22,11.4
12,49,19,9.9
5,17,20,15.0
67,53,14,4.6
69,80,11,6.0
50,15,13,3.0
47,12,14,4.0
14,84,18,16.1
14,61,11,11.5
66,99,21,13.8
55,99,13,12.8
49,60,17,2.0
77,39,21,4.0
77,53,17,0.6
49,79,17,5.8
62,67,20,6.4
70,68,21,7.6
28,53,15,10.7
79,57,22,6.4
69,18,20,3.0
59,28,21,4.0
55,33,17,0.0
76,4,11,0.0
77,13,18,0.0
25,78,15,16.6
51,56,19,1.2
26,9,19,5.7
33,94,11,12.4
44,90,20,11.3
7,40,14,15.4
53,23,22,5.0
29,84,18,11.6
15,80,18,15.0
79,38,21,4.0
52,91,11,8.2
36,83,22,14.3
7,96,22,25.6
49,12,19,0.0
24,62,16,8.7
24,5,20,9.3
55,91,20,11.2
24,39,21,10.3
18,42,19,8.1
84,71,15,9.2
36,52,17,3.1
76,9,16,0.0
46,22,13,3.0
84,95,22,14.0
43,25,20,3.6
42,64,15,8.7
68,46,13,3.0
8,33,13,14.1
67,3,11,0.0
65,29,22,5.0
82,2,18,0.0
9,95,13,22.8
70,51,13,3.2
49,63,17,2.6
54,25,18,0.0
7,13,14,15.4
27,1,19,5.4
15,57,20,13.4
42,44,21,4.9
60,49,17,0.0
39,3,12,1.8
69,8,11,0.0
10,9,12,10.5
74,99,17,9.8
44,7,13,3.3
39,80,11,7.8
17,58,19,10.0
29,18,13,7.8
82,21,18,0.0
71,98,13,12.6
72,24,22,5.0
51,83,19,6.6
59,52,13,3.4
47,24,22,5.0
6,14,19,11.7
49,67,21,7.4
52,26,11,0.0
66,4,14,4.0
42,19,12,0.9
51,24,21,4.0
8,74,19,15.899999999999999
64,84,21,10.8
53,79,15,10.8
80,67,19,3.4
38,86,22,14.3
48,94,19,8.8
60,26,12,0.0
46,37,18,0.0
54,8,18,0.0
73,62,18,2.4
37,45,16,2.4
71,70,21,8.0
46,19,21,4.0
48,28,11,0.0
72,19,15,5.0
61,90,16,8.0
40,55,17,2.5
45,97,12,9.4
60,78,19,5.6
7,15,16,11.4
60,35,18,0.0
60,45,12,0.0
69,98,15,14.6
43,42,19,0.6
44,31,15,5.3
43,67,15,9.0
31,78,15,14.8
71,34,16,0.0
69,91,11,8.2
78,32,16,0.0
7,33,22,16.4
7,89,19,19.2
41,5,22,6.2
24,66,21,13.5
15,49,20,12.0
28,92,18,13.5
74,22,16,0.0
69,18,19,0.0
78,64,18,2.8
36,45,14,6.7
66,97,16,9.4
59,23,16,0.0
40,43,15,6.5
70,57,12,1.4
41,35,19,1.2
18,0,18,8.1
50,93,14,12.6
81,86,12,7.2
60,77,14,9.4
54,38,17,0.0
65,26,15,5.0
21,81,17,13.4
31,84,18,11.0
58,36,19,0.0
33,37,17,3.6
17,50,22,13.4
53,82,17,6.4
29,15,16,4.8
27,60,14,11.4
30,90,21,16.5
52,75,12,5.0
40,66,18,4.7
10,0,16,10.5
84,50,20,3.0
78,25,15,5.0
43,29,13,3.6
61,16,22,5.0
70,12,20,3.0
14,53,11,9.9
76,25,14,4.0
13,45,15,14.6
81,6,18,0.0
76,15,22,5.0
31,60,14,10.2
50,23,12,0.0
67,1,17,0.0
46,12,12,0.0
45,29,15,5.0
38,58,12,3.7
34,34,12,3.3
48,77,15,10.4
84,48,11,0.0
5,13,16,12.0
49,62,15,7.4
51,51,14,4.2
34,90,14,15.3
26,6,13,8.7
19,4,16,7.8
42,53,14,5.5
27,46,18,5.4
35,36,22,8.0
61,46,12,0.0
39,29,20,4.8
70,15,20,3.0
57,83,14,10.6
35,67,21,10.4
30,79,16,10.3
35,37,11,3.0
76,5,19,0.0
84,82,20,9.4
16,45,19,8.7
57,15,18,0.0
60,63,16,2.6
66,88,22,12.6
48,90,12,8.0
62,58,22,6.6
81,89,20,10.8
69,6,19,0.0
17,23,13,11.4
65,28,12,0.0
72,84,13,9.8
55,56,17,1.2
66,9,19,0.0
52,94,15,13.8
67,33,20,3.0
76,57,13,4.4
76,69,15,8.8
55,29,18,0.0
28,23,18,5.1
44,82,20,9.7
33,69,15,12.4
77,14,13,3.0
21,1,18,7.2
5,39,14,16.0
5,14,15,17.0
29,21,11,4.8
45,18,12,0.0
27,49,15,10.4
22,86,13,17.1
32,99,18,13.700000000000001
16,1,13,11.7
53,88,21,11.6
20,23,16,7.5
31,57,14,9.6
57,18,15,5.0
40,68,22,10.1
11,72,11,14.6
38,12,15,7.1
69,7,12,0.0
8,75,13,19.1
30,91,18,12.7
24,18,16,6.3
55,68,14,7.6
81,20,22,5.0
14,96,14,22.5
12,89,15,22.7
22,96,19,16.1
21,90,20,18.2
73,66,11,3.2
34,12,19,3.3
43,88,22,13.2
65,2,11,0.0
28,83,18,11.7
39,73,12,6.3999999999999995
83,5,18,0.0
65,2,18,0.0
79,14,19,0.0
76,9,19,0.0
19,62,19,10.2
40,20,17,1.5
59,77,18,5.4
41,71,13,8.4
66,98,14,13.6
68,53,17,0.6
43,4,18,0.6
79,32,20,3.0
16,36,22,13.7
76,34,21,4.0
12,59,12,11.700000000000001
45,50,19,0.0
73,10,22,5.0
78,92,22,13.4
7,17,19,11.4
47,58,15,6.6
41,36,15,6.2
61,55,16,1.0
29,31,12,4.8
8,80,12,17.1
62,65,13,6.0
41,91,19,9.399999999999999
12,32,22,14.9
13,53,21,14.2
83,77,15,10.4
5,37,13,15.0
17,29,11,8.4
72,6,17,0.0
20,99,12,17.3
48,25,14,4.0
69,87,15,12.4
18,48,16,8.1
30,20,18,4.5
36,52,22,8.1
6,77,22,22.1
20,78,21,17.1
53,95,19,9.0
79,13,19,0.0
27,95,15,19.4
64,89,21,11.8
70,50,13,3.0
24,81,19,12.5
78,65,11,3.0
22,18,14,10.9
63,23,15,5.0
35,50,12,3.0
8,24,17,11.1
31,1,13,7.2
22,33,21,10.9
67,55,18,1.0
75,44,16,0.0
23,47,19,6.6
43,72,20,8.0
70,33,18,0.0
82,49,13,3.0
50,89,18,7.8
42,44,22,5.9
71,69,20,6.8
33,11,16,3.6
61,8,20,3.0
52,9,20,3.0
56,20,15,5.0
52,61,15,7.2
65,79,18,5.8
71,36,19,0.0
52,16,19,0.0
12,34,17,9.9
78,13,17,0.0
71,28,19,0.0
18,75,21,17.1
51,96,16,9.2
28,86,21,16.3
66,3,12,0.0
62,48,14,4.0
38,35,18,2.1
35,10,21,7.0
52,94,11,8.8
49,83,17,6.6
33,11,18,3.6
33,3,18,3.6
67,60,13,5.0
52,14,18,0.0
16,10,16,8.7
82,33,19,0.0
31,2,15,9.2
51,38,18,0.0
70,31,13,3.0
41,92,17,9.6
49,20,12,0.0
61,82,14,10.4
22,97,22,21.3
17,34,11,8.4
77,81,11,6.2
33,75,18,8.6
60,14,20,3.0
78,73,19,4.6
24,20,21,10.3
33,1,18,3.6
10,18,20,13.5
30,15,22,9.5
65,37,17,0.0
47,46,14,4.0
51,98,22,14.6
30,34,12,4.5
5,68,22,20.6
77,44,19,0.0
30,5,12,4.5
68,13,11,0.0
66,91,21,12.2
10,72,17,14.9
66,93,20,11.6
70,50,20,3.0
46,22,16,0.0
31,63,21,10.8
69,3,18,0.0
34,34,20,6.3
69,24,19,0.0
51,34,14,4.0
36,33,11,2.7
38,2,19,2.1
51,86,15,12.2
18,8,21,12.1
9,23,19,10.8
40,84,19,8.3
13,24,14,13.6
39,85,20,11.8
29,6,18,4.8
79,91,18,8.2
50,6,11,0.0
17,98,15,23.0
65,17,15,5.0
34,61,19,5.5
36,88,15,15.3
34,29,14,7.3
60,8,11,0.0
71,49,13,3.0
75,5,20,3.0
59,19,13,3.0
12,17,22,14.9
47,28,22,5.0
52,0,20,3.0
62,37,22,5.0
36,42,20,5.7
82,25,18,0.0
73,8,20,3.0
11,3,11,10.2
78,34,15,5.0
24,32,15,11.3
66,16,14,4.0
25,65,13,12.0
33,60,19,5.6
74,43,21,4.0
42,9,17,0.9
46,54,11,0.8
7,46,17,11.4
41,22,21,5.2
21,68,14,14.8
37,17,18,2.4
14,66,21,16.5
41,21,22,6.2
37,19,17,2.4
32,0,11,3.9
46,32,20,3.0
62,96,11,9.2
52,15,22,5.0
55,2,13,3.0
14,10,18,9.3
12,10,18,9.9
20,77,15,17.9
66,2,11,0.0
53,47,13,3.0
19,45,16,7.8
20,83,11,14.1
31,36,21,8.2
51,19,16,0.0
30,10,11,4.5
76,30,11,0.0
45,0,11,0.0
15,5,17,9.0
13,42,15,14.6
58,35,17,0.0
15,79,22,19.8
11,70,12,14.2
32,45,18,3.9
66,1,17,0.0
59,70,17,4.0
40,39,15,6.5
77,37,20,3.0
67,52,20,3.4
55,4,11,0.0
81,55,20,4.0
52,66,12,3.2
72,85,15,12.0
14,8,11,9.3
30,68,13,11.1
71,62,18,2.4
57,95,22,14.0
47,60,12,2.0
21,13,11,7.2
31,26,19,4.2
26,8,22,10.7
40,82,19,7.9
76,26,13,3.0
37,8,22,7.4
57,45,17,0.0
15,62,20,14.4
33,32,20,6.6
42,60,19,2.9
62,40,12,0.0
19,43,21,11.8
58,87,12,7.4
66,72,14,8.4
61,14,19,0.0
83,19,20,3.0
75,81,14,10.2
62,68,15,8.6
53,12,15,5.0
57,13,20,3.0
33,88,11,11.2
37,26,17,2.4
50,13,17,0.0
58,96,22,14.2
84,48,21,4.0
11,32,19,10.2
33,4,17,3.6
13,99,18,19.4
53,97,16,9.4
75,19,12,0.0
82,16,18,0.0
55,79,15,10.8
12,95,12,18.9
59,31,16,0.0
69,59,18,1.8
83,69,20,6.8
19,37,13,10.8
55,82,22,11.4
38,77,16,7.5
73,35,20,3.0
16,81,12,14.899999999999999
49,72,11,4.4
35,29,13,6.0
58,14,22,5.0
26,84,17,12.5
76,18,20,3.0
68,96,13,12.2
64,18,22,5.0
32,5,18,3.9
25,3,22,11.0
79,9,18,0.0
79,6,16,0.0
81,1,20,3.0
47,1,13,3.0
31,11,20,7.2
27,86,22,17.6
40,87,15,13.9
42,28,16,0.9
20,50,20,10.5
78,88,14,11.6
47,58,18,1.6
45,22,20,3.0
48,36,11,0.0
56,39,21,4.0
21,66,13,13.4
56,85,22,12.0
47,53,13,3.6
27,46,22,10.4
5,8,13,15.0
29,45,20,7.8
10,82,20,19.9
78,22,21,4.0
58,50,17,0.0
82,14,18,0.0
27,11,22,10.4
23,36,18,6.6
60,52,20,3.4
57,12,13,3.0
35,72,19,7.4
42,75,19,5.9
23,4,14,10.6
5,18,18,12.0
81,49,11,0.0
54,75,19,5.0
62,92,15,13.4
36,56,12,3.9000000000000004
53,96,19,9.2
48,69,18,3.8
33,48,13,6.6
52,45,21,4.0
84,78,21,9.6
81,33,18,0.0
30,20,18,4.5
11,92,13,21.6
48,37,20,3.0
18,2,22,13.1
56,95,18,9.0
36,59,15,9.5
79,65,22,8.0
36,7,16,2.7
79,47,15,5.0
61,26,20,3.0
56,3,19,0.0
38,37,11,2.1
65,76,17,5.2
66,57,13,4.4
80,24,22,5.0
35,64,21,9.8
33,20,20,6.6
35,8,19,3.0
16,72,12,13.1
39,42,22,6.8
61,45,11,0.0
45,83,16,6.6
31,28,15,9.2
19,61,12,10.0
75,65,20,6.0
40,56,17,2.7
28,67,15,13.5
28,59,13,9.899999999999999
80,91,20,11.2
32,78,20,12.5
79,83,18,6.6
7,85,12,18.4
7,39,11,11.4
33,2,20,6.6
36,84,20,12.5
58,2,11,0.0
42,61,13,6.1
60,59,12,1.8
69,9,19,0.0
25,85,15,18.0
45,42,13,3.0
24,7,21,10.3
64,98,19,9.6
79,61,11,2.2
63,53,18,0.6
78,8,22,5.0
59,6,19,0.0
7,83,12,18.0
18,1,14,12.1
49,99,16,9.8
64,9,21,4.0
53,20,22,5.0
13,44,22,14.6
58,39,14,4.0
74,82,18,6.4
56,49,16,0.0
67,57,19,1.4
56,8,13,3.0
26,98,18,15.3
59,90,22,13.0
7,42,13,14.4
6,23,12,11.7
63,91,13,11.2
32,80,11,9.9
41,47,12,1.2
73,42,22,5.0
13,52,20,13.0
66,46,19,0.0
36,85,20,12.7
79,22,11,0.0
39,44,17,1.8
51,77,11,5.4
22,81,14,17.1
40,46,11,1.5
23,28,16,6.6
29,61,13,10.0
50,40,18,0.0
64,97,11,9.4
27,44,18,5.4
82,28,15,5.0
31,58,17,5.800000000000001
39,81,12,8.0
81,54,21,4.8
59,0,20,3.0
40,88,16,9.1
75,61,11,2.2
13,23,15,14.6
25,9,22,11.0
36,43,17,2.7
70,25,16,0.0
48,97,18,9.4
69,95,21,13.0
79,95,20,12.0
84,91,14,12.2
19,33,20,10.8
31,3,18,4.2
20,12,22,12.5
50,4,13,3.0
76,47,14,4.0
52,72,17,4.4
69,79,14,9.8
23,86,17,13.8
41,71,17,5.4
62,47,21,4.0
59,34,19,0.0
57,64,17,2.8
51,25,21,4.0
7,28,16,11.4
66,35,12,0.0
5,60,21,18.0
43,7,15,5.6
77,24,12,0.0
37,52,12,2.8
27,44,19,5.4
38,39,15,7.1
53,19,20,3.0
53,51,13,3.2
53,65,16,3.0
14,95,13,21.3
70,24,17,0.0
75,62,16,2.4
71,73,14,8.6
80,26,16,0.0
43,75,16,5.6
46,22,22,5.0
5,45,12,12.0
50,46,14,4.0
40,37,19,1.5
48,12,18,0.0
35,47,20,6.0
62,33,15,5.0
8,56,14,16.299999999999997
57,60,18,2.0
61,9,13,3.0
77,58,22,6.6
82,37,13,3.0
54,50,19,0.0
9,84,22,22.6
56,84,17,6.8
21,48,12,7.2
36,52,15,8.1
10,70,20,17.5
73,79,20,8.8
65,67,15,8.4
14,82,12,15.700000000000001
27,80,12,11.4
57,95,12,9.0
65,53,19,0.6
23,94,15,20.4
8,52,13,14.5
50,68,21,7.6
36,93,18,11.3
50,74,11,4.8
66,73,22,9.6
58,82,14,10.4
71,96,14,13.2
28,1,21,9.1
70,53,12,0.6
22,34,19,6.9
52,73,11,4.6
50,95,17,9.0
52,47,17,0.0
66,28,16,0.0
31,60,19,6.2
66,79,14,9.8
82,51,19,0.2
69,87,18,7.4
56,9,20,3.0
5,11,12,12.0
54,40,22,5.0
44,66,19,3.5
76,54,12,0.8
21,61,17,9.4
5,27,22,17.0
82,94,14,12.8
81,39,11,0.0
34,78,19,8.899999999999999
81,51,14,4.2
71,19,11,0.0
26,51,14,9.9
39,81,20,11.0
60,18,13,3.0
18,47,15,13.1
49,48,18,0.0
37,93,11,11.0
16,39,20,11.7
28,8,16,5.1
73,11,21,4.0
61,68,16,3.6
13,58,17,11.2
6,37,16,11.7
63,45,12,0.0
33,34,20,6.6
59,27,14,4.0
26,97,18,15.100000000000001
53,61,22,7.2
16,50,20,11.7
75,83,11,6.6
12,62,16,12.3
20,84,22,19.3
44,61,12,2.5
49,55,17,1.0
68,12,18,0.0
67,72,11,4.4
55,40,12,0.0
14,36,18,9.3
80,48,13,3.0
75,75,15,10.0
49,23,14,4.0
60,54,13,3.8
77,89,22,12.8
17,70,20,15.4
68,9,13,3.0
34,35,15,8.3
56,11,13,3.0
58,80,21,10.0
61,57,19,1.4
22,98,13,19.5
29,6,13,7.8
57,69,19,3.8
24,33,20,9.3
15,97,13,21.4
44,0,21,4.3
27,24,11,5.4
46,20,15,5.0
51,26,15,5.0
60,28,16,0.0
37,99,22,17.200000000000003
30,75,22,14.5
73,93,20,11.6
33,3,14,7.6
64,8,14,4.0
41,45,16,1.2
29,19,12,4.8
78,46,22,5.0
48,61,11,2.2
38,42,14,6.1
16,80,12,14.7
43,55,15,6.6
23,57,21,12.0
23,98,17,16.2
33,55,17,4.6
70,6,18,0.0
80,52,14,4.4
24,35,15,11.3
61,13,19,0.0
13,16,18,9.6
6,87,15,24.1
32,69,17,7.699999999999999
38,42,20,5.1
25,24,12,6.0
82,85,20,10.0
60,87,20,10.4
9,48,22,15.8
26,24,15,10.7
63,33,11,0.0
44,38,22,5.3
67,12,14,4.0
36,91,19,10.899999999999999
49,87,19,7.4
37,5,21,6.4
39,36,17,1.8
50,43,16,0.0
40,36,13,4.5
66,8,12,0.0
30,86,18,11.7
11,46,18,10.2
9,74,15,20.6
36,43,22,7.7
83,98,21,13.6
61,82,13,9.4
84,27,16,0.0
66,42,13,3.0
32,42,14,7.9
84,82,11,6.4
82,59,22,6.8
78,93,17,8.6
70,63,11,2.6
45,71,21,8.2
70,95,20,12.0
68,68,20,6.6
11,68,17,13.799999999999999
45,33,11,0.0
49,60,11,2.0
48,25,11,0.0
34,62,14,9.7
42,43,12,0.9
43,97,16,10.0
23,12,17,6.6
51,20,14,4.0
42,36,13,3.9
21,46,18,7.2
78,0,14,4.0
83,48,16,0.0
73,63,20,5.6
8,79,18,16.9
39,99,13,14.600000000000001
5,64,16,14.8
62,52,15,5.4
26,74,18,10.5
9,95,21,23.8
64,2,11,0.0
40,22,18,1.5
13,40,11,9.6
61,20,18,0.0
82,90,17,8.0
8,51,19,11.299999999999999
55,98,22,14.6
43,10,11,0.6
56,65,13,6.0
79,71,18,4.2
75,60,11,2.0
59,32,14,4.0
35,41,15,8.0
54,32,16,0.0
12,91,12,18.1
19,70,20,14.8
69,95,22,14.0
14,54,12,10.100000000000001
45,92,11,8.4
83,97,19,9.4
52,41,14,4.0
25,43,11,6.0
28,35,12,5.1
78,55,15,6.0
27,5,12,5.4
84,1,17,0.0
73,48,15,5.0
37,84,22,14.2
40,76,11,6.7
29,90,20,15.8
62,23,14,4.0
70,4,16,0.0
35,75,16,8.0
48,73,20,7.6
67,41,15,5.0
49,42,18,0.0
54,83,13,9.6
71,52,18,0.4
75,67,18,3.4
5,18,14,16.0
75,96,18,9.2
71,50,11,0.0
13,49,13,12.6
39,6,11,1.8
17,77,20,16.8
30,80,13,13.5
49,16,16,0.0
55,71,19,4.2
29,70,16,8.8
60,22,14,4.0
43,56,18,1.7999999999999998
7,22,17,11.4
79,57,21,5.4
57,25,14,4.0
37,57,11,3.8
66,74,21,8.8
71,79,21,9.8
73,19,21,4.0
8,18,22,16.1
76,52,11,0.4
63,33,11,0.0
21,43,17,7.2
26,9,20,8.7
42,88,11,8.5
35,91,15,16.2
53,5,19,0.0
56,60,18,2.0
42,58,22,7.5
53,38,17,0.0
31,24,12,4.2
27,48,12,5.4
31,83,17,10.8
18,94,13,19.9
7,66,13,17.6
31,37,18,4.2
66,48,14,4.0
18,78,11,13.7
48,73,15,9.6
29,5,12,4.8
65,4,18,0.0
79,0,19,0.0
56,95,14,13.0
16,16,17,8.7
38,4,17,2.1
27,33,22,10.4
23,85,11,13.6
5,8,14,16.0
78,61,18,2.2
69,27,14,4.0
9,16,21,14.8
61,85,15,12.0
26,77,14,15.100000000000001
47,26,20,3.0
6,83,13,21.299999999999997
77,61,17,2.2
11,82,11,16.6
25,12,13,9.0
75,52,14,4.4
63,76,16,5.2
13,67,19,13.0
44,36,11,0.3
77,11,13,3.0
53,96,21,13.2
16,81,12,14.899999999999999
77,45,18,0.0
14,30,20,12.3
78,60,22,7.0
21,58,12,8.8
8,83,20,20.7
68,92,12,8.4
20,3,21,11.5
53,70,11,4.0
31,48,12,4.2
10,43,16,10.5
13,69,18,13.399999999999999
62,97,11,9.4
36,20,19,2.7
42,88,20,11.5
34,65,13,9.3
82,59,19,1.8
49,31,18,0.0
33,67,18,7.0
26,53,15,11.3
35,2,19,3.0
21,43,14,11.2
58,40,21,4.0
83,14,21,4.0
51,96,16,9.2
36,42,21,6.7
32,6,18,3.9
15,3,17,9.0
43,96,16,9.799999999999999
21,15,17,7.2
80,62,13,5.4
43,58,18,2.2
77,44,21,4.0
29,6,16,4.8
30,88,17,12.1
72,79,11,5.8
66,73,16,4.6
23,97,17,16.0
17,21,15,13.4
33,65,21,10.6
58,90,17,8.0
77,52,22,5.4
46,91,13,11.2
66,75,12,5.0
75,24,16,0.0
75,30,17,0.0
25,47,11,6.0
13,32,19,9.6
49,23,12,0.0
31,2,12,4.2
52,6,17,0.0
73,18,19,0.0
9,31,14,14.8
76,70,13,7.0
19,48,22,12.8
81,9,18,0.0
48,21,20,3.0
51,28,13,3.0
36,82,12,9.100000000000001
40,79,17,7.3
53,62,17,2.4
57,87,20,10.4
27,89,15,18.2
38,42,16,2.1
22,45,22,11.9
16,23,19,8.7
6,8,14,15.7
31,23,22,9.2
54,44,18,0.0
35,96,15,17.2
52,32,16,0.0
73,1,16,0.0
21,8,19,7.2
47,4,19,0.0
75,67,14,7.4
22,57,21,12.3
70,64,12,2.8
35,80,13,12.0
67,70,14,8.0
32,45,17,3.9
71,90,18,8.0
13,74,16,14.399999999999999
32,75,13,11.9
22,22,15,11.9
19,70,19,11.8
79,18,15,5.0
9,50,17,10.8
45,93,12,8.6
80,25,17,0.0
78,52,14,4.4
77,63,22,7.6
70,35,20,3.0
77,33,12,0.0
55,6,18,0.0
20,45,17,7.5
69,54,22,5.8
61,80,13,9.0
41,55,17,2.2
43,37,20,3.6
69,69,15,8.8
53,67,20,6.4
51,69,13,6.8
44,36,16,0.3
18,92,16,16.5
44,46,12,0.3
52,61,13,5.2
36,85,11,9.7
43,78,13,9.2
37,6,18,2.4
34,84,19,10.1
30,8,11,4.5
47,37,16,0.0
59,92,14,12.4
48,33,17,0.0
82,91,18,8.2
80,74,21,8.8
7,63,12,14.0
11,10,16,10.2
62,38,19,0.0
14,54,18,10.100000000000001
14,68,20,15.9
46,23,19,0.0
38,39,22,7.1
30,28,12,4.5
64,47,21,4.0
6,90,12,19.7
77,46,20,3.0
49,26,21,4.0
9,56,18,12.0
30,48,19,4.5
83,55,18,1.0
29,5,20,7.8
30,12,16,4.5
26,48,22,10.7
23,34,20,9.6
14,75,19,14.3
46,36,13,3.0
35,37,14,7.0
35,36,18,3.0
79,40,16,0.0
40,26,17,1.5
70,42,17,0.0
36,21,16,2.7
71,90,19,8.0
67,84,13,9.8
27,13,19,5.4
54,51,11,0.2
69,26,13,3.0
73,56,18,1.2
48,86,17,7.2
62,55,13,4.0
61,74,15,9.8
41,39,21,5.2
69,29,18,0.0
22,28,15,11.9
9,16,17,10.8
30,8,19,4.5
37,39,21,6.4
46,87,13,10.4
31,90,14,16.2
58,39,15,5.0
83,5,21,4.0
79,72,18,4.4
28,20,18,5.1
7,49,15,16.4
43,82,15,12.0
75,4,22,5.0
16,40,19,8.7
37,90,13,13.4
26,33,16,5.7
39,78,11,7.3999999999999995
18,64,20,13.899999999999999
30,6,20,7.5
58,40,13,3.0
45,81,11,6.2
49,54,11,0.8
35,26,14,7.0
73,87,14,11.4
21,59,22,14.0
64,22,17,0.0
8,31,22,16.1
14,44,18,9.3
13,30,13,12.6
65,56,21,5.2
26,49,15,10.7
25,4,19,6.0
27,45,11,5.4
65,13,22,5.0
16,17,19,8.7
21,40,17,7.2
59,53,22,5.6
25,80,15,17.0
58,75,18,5.0
51,5,16,0.0
45,29,18,0.0
19,59,16,9.6
63,54,21,4.8
19,34,11,7.8
33,93,20,15.2
15,16,13,12.0
33,44,18,3.6
60,90,13,11.0
57,18,22,5.0
7,11,15,16.4
17,84,18,15.2
42,20,17,0.9
74,6,15,5.0
15,93,12,17.6
27,53,19,6.0
77,94,22,13.8
60,61,13,5.2
21,47,19,7.2
13,49,19,9.6
32,27,21,7.9
83,40,12,0.0
23,2,12,6.6
8,7,16,11.1
51,15,19,0.0
51,86,18,7.2
35,16,17,3.0
9,28,15,15.8
37,91,22,15.6
52,73,22,9.6
36,4,15,7.7
83,54,18,0.8
63,29,11,0.0
68,50,22,5.0
51,36,14,4.0
13,10,22,14.6
39,37,11,1.8
51,38,15,5.0
21,25,15,12.2
5,96,13,24.2
59,59,14,5.8
15,95,11,18.0
37,82,12,8.8
74,36,17,0.0
60,73,17,4.6
68,14,21,4.0
62,41,18,0.0
24,18,18,6.3
22,81,20,16.1
82,74,22,9.8
49,63,21,6.6
47,98,17,9.6
24,5,11,6.3
61,90,11,8.0
31,82,14,14.600000000000001
22,63,20,12.5
21,15,19,7.2
64,39,11,0.0
9,98,11,20.4
10,89,11,18.3
19,27,14,11.8
43,34,22,5.6
84,31,17,0.0
43,73,22,10.2
25,57,16,7.4
17,22,18,8.4
33,23,14,7.6
9,53,21,15.4
71,59,15,6.8
25,27,19,6.0
13,23,18,9.6
71,80,18,6.0
48,99,22,14.8
66,71,20,7.2
71,98,17,9.6
66,73,16,4.6
66,13,12,0.0
64,32,11,0.0
53,48,13,3.0
43,56,12,1.7999999999999998
45,9,12,0.0
54,28,11,0.0
21,20,14,11.2
57,58,14,5.6
59,28,12,0.0
82,31,15,5.0
79,37,12,0.0
60,99,15,14.8
5,8,20,15.0
69,33,18,0.0
68,45,19,0.0
56,92,20,11.4
19,38,13,10.8
6,78,13,20.299999999999997
16,86,15,20.9
49,83,21,10.6
61,33,16,0.0
46,12,13,3.0
6,6,14,15.7
66,66,18,3.2
38,43,14,6.1
21,23,21,11.2
45,4,14,4.0
82,49,17,0.0
79,8,17,0.0
75,60,12,2.0
69,39,12,0.0
19,28,22,12.8
42,42,11,0.9
77,99,14,13.8
69,57,11,1.4
13,29,17,9.6
46,40,16,0.0
70,7,14,4.0
55,14,22,5.0
82,90,12,8.0
84,52,13,3.4
23,86,21,17.8
35,21,11,3.0
70,64,16,2.8
36,64,13,8.5
79,60,22,7.0
12,31,22,14.9
73,54,15,5.8
36,32,22,7.7
51,6,20,3.0
74,10,21,4.0
12,73,18,14.5
38,96,16,11.299999999999999
8,81,12,17.3
40,6,17,1.5
48,13,21,4.0
29,63,15,12.4
30,7,15,9.5
37,50,14,6.4
13,0,22,14.6
51,95,19,9.0
76,88,11,7.6
21,28,15,12.2
19,74,22,17.6
46,54,22,5.8
58,45,15,5.0
17,5,14,12.4
54,35,16,0.0
48,93,19,8.6
7,46,11,11.4
57,91,15,13.2
60,77,20,8.4
58,99,19,9.8
61,44,16,0.0
16,45,12,8.7
63,23,14,4.0
69,38,15,5.0
41,72,11,5.6000000000000005
24,31,12,6.3
76,38,14,4.0
41,21,20,4.2
35,50,19,3.0
29,8,18,4.8
54,19,11,0.0
53,17,15,5.0
12,74,21,18.7
39,32,16,1.8
17,30,16,8.4
25,91,22,19.2
77,99,11,9.8
28,35,13,8.1
52,1,11,0.0
37,65,22,10.4
5,80,13,21.0
76,12,14,4.0
7,21,18,11.4
18,22,20,11.1
18,32,16,8.1
53,0,22,5.0
